INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/04/2005;30/06/2005;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,69;8,535
01/04/2005;30/06/2005;FACTORING;fino a 50.000 euro;6,08;9,12
01/04/2005;30/06/2005;FACTORING;oltre 50.000 euro;5,16;7,74
01/04/2005;30/06/2005;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,82;14,73
01/04/2005;30/06/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,5;26,25
01/04/2005;30/06/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;13,07;19,605
01/04/2005;30/06/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;22,09;33,135
01/04/2005;30/06/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,86;17,79
01/04/2005;30/06/2005;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;12,46;18,69
01/04/2005;30/06/2005;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,69;13,035
01/04/2005;30/06/2005;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,36;11,04
01/04/2005;30/06/2005;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,26;7,89
01/04/2005;30/06/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,59;24,885
01/04/2005;30/06/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;15,94;23,91
01/04/2005;30/06/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,48;15,72
01/04/2005;30/06/2005;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,36;8,04
01/04/2005;30/06/2005;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,87;5,805
01/07/2005;30/09/2005;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,63;18,945
01/07/2005;30/09/2005;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,52;14,28
01/07/2005;30/09/2005;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,57;9,855
01/07/2005;30/09/2005;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,65;8,475
01/07/2005;30/09/2005;FACTORING;fino a 50.000 euro;5,68;8,52
01/07/2005;30/09/2005;FACTORING;oltre 50.000 euro;5,16;7,74
01/07/2005;30/09/2005;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,9;14,85
01/07/2005;30/09/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,67;26,505
01/07/2005;30/09/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,77;19,155
01/07/2005;30/09/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;21,01;31,515
01/07/2005;30/09/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,73;17,595
01/07/2005;30/09/2005;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,9;17,85
01/07/2005;30/09/2005;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,51;12,765
01/07/2005;30/09/2005;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,16;10,74
01/07/2005;30/09/2005;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,35;8,025
01/07/2005;30/09/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,64;24,96
01/07/2005;30/09/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;15,87;23,805
01/07/2005;30/09/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,48;15,72
01/07/2005;30/09/2005;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,16;7,74
01/07/2005;30/09/2005;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,86;5,79
01/10/2005;31/12/2005;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,54;18,81
01/10/2005;31/12/2005;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,37;14,055
01/10/2005;31/12/2005;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,6;9,9
01/10/2005;31/12/2005;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,6;8,4
01/10/2005;31/12/2005;FACTORING;fino a 50.000 euro;5,72;8,58
01/10/2005;31/12/2005;FACTORING;oltre 50.000 euro;5,07;7,605
01/10/2005;31/12/2005;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,6;14,4
01/10/2005;31/12/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,53;26,295
01/10/2005;31/12/2005;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,65;18,975
01/10/2005;31/12/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;20,09;30,135
01/10/2005;31/12/2005;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,24;16,86
01/10/2005;31/12/2005;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,65;17,475
01/10/2005;31/12/2005;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,4;12,6
01/10/2005;31/12/2005;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,09;10,635
01/10/2005;31/12/2005;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,23;7,845
01/10/2005;31/12/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,59;24,885
01/10/2005;31/12/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;15,68;23,52
01/10/2005;31/12/2005;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,28;15,42
01/10/2005;31/12/2005;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5;7,5
01/10/2005;31/12/2005;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,82;5,73
01/01/2006;31/03/2006;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,58;18,87
01/01/2006;31/03/2006;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,38;14,07
01/01/2006;31/03/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,7;10,05
01/01/2006;31/03/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,63;8,445
01/01/2006;31/03/2006;FACTORING;fino a 50.000 euro;5,67;8,505
01/01/2006;31/03/2006;FACTORING;oltre 50.000 euro;5,05;7,575
01/01/2006;31/03/2006;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,81;14,715
01/01/2006;31/03/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,48;26,22
01/01/2006;31/03/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,66;18,99
01/01/2006;31/03/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;20,35;30,525
01/01/2006;31/03/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,16;16,74
01/01/2006;31/03/2006;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,82;17,73
01/01/2006;31/03/2006;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,29;12,435
01/01/2006;31/03/2006;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,06;10,59
01/01/2006;31/03/2006;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,24;7,86
01/01/2006;31/03/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,56;24,84
01/01/2006;31/03/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;15,75;23,625
01/01/2006;31/03/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,32;15,48
01/01/2006;31/03/2006;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,97;7,455
01/01/2006;31/03/2006;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,85;5,775
01/04/2006;30/06/2006;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,87;19,305
01/04/2006;30/06/2006;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,49;14,235
01/04/2006;30/06/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,8;10,2
01/04/2006;30/06/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,79;8,685
01/04/2006;30/06/2006;FACTORING;fino a 50.000 euro;6,06;9,09
01/04/2006;30/06/2006;FACTORING;oltre 50.000 euro;5,26;7,89
01/04/2006;30/06/2006;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,8;14,7
01/04/2006;30/06/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,37;26,055
01/04/2006;30/06/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,49;18,735
01/04/2006;30/06/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;20,39;30,585
01/04/2006;30/06/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,16;16,74
01/04/2006;30/06/2006;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,77;17,655
01/04/2006;30/06/2006;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,4;12,6
01/04/2006;30/06/2006;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,19;10,785
01/04/2006;30/06/2006;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,36;8,04
01/04/2006;30/06/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,47;24,705
01/04/2006;30/06/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,03;24,045
01/04/2006;30/06/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,34;15,51
01/04/2006;30/06/2006;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,14;7,71
01/04/2006;30/06/2006;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;4,16;6,24
01/07/2006;30/09/2006;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,68;19,02
01/07/2006;30/09/2006;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,58;14,37
01/07/2006;30/09/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,84;10,26
01/07/2006;30/09/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,86;8,79
01/07/2006;30/09/2006;FACTORING;fino a 50.000 euro;6,13;9,195
01/07/2006;30/09/2006;FACTORING;oltre 50.000 euro;5,41;8,115
01/07/2006;30/09/2006;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,91;14,865
01/07/2006;30/09/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,33;25,995
01/07/2006;30/09/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,47;18,705
01/07/2006;30/09/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;20,08;30,12
01/07/2006;30/09/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,13;16,695
01/07/2006;30/09/2006;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;10,99;16,485
01/07/2006;30/09/2006;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,47;12,705
01/07/2006;30/09/2006;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,3;10,95
01/07/2006;30/09/2006;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,68;8,52
01/07/2006;30/09/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,71;25,065
01/07/2006;30/09/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,07;24,105
01/07/2006;30/09/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,18;15,27
01/07/2006;30/09/2006;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,3;7,95
01/07/2006;30/09/2006;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;4,42;6,63
01/10/2006;31/12/2006;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;13,08;19,62
01/10/2006;31/12/2006;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,8;14,7
01/10/2006;31/12/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;7,18;10,77
01/10/2006;31/12/2006;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;6,15;9,225
01/10/2006;31/12/2006;FACTORING;fino a 50.000 euro;6,38;9,57
01/10/2006;31/12/2006;FACTORING;oltre 50.000 euro;5,65;8,475
01/10/2006;31/12/2006;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,07;15,105
01/10/2006;31/12/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,57;26,355
01/10/2006;31/12/2006;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,72;19,08
01/10/2006;31/12/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;19,85;29,775
01/10/2006;31/12/2006;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;11,11;16,665
01/10/2006;31/12/2006;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;10,98;16,47
01/10/2006;31/12/2006;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,78;13,17
01/10/2006;31/12/2006;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,59;11,385
01/10/2006;31/12/2006;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,98;8,97
01/10/2006;31/12/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,74;25,11
01/10/2006;31/12/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,16;24,24
01/10/2006;31/12/2006;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,42;15,63
01/10/2006;31/12/2006;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,71;8,565
01/10/2006;31/12/2006;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;4,77;7,155
01/01/2007;31/03/2007;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;13,16;19,74
01/01/2007;31/03/2007;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,94;14,91
01/01/2007;31/03/2007;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;7,34;11,01
01/01/2007;31/03/2007;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;6,34;9,51
01/01/2007;31/03/2007;FACTORING;fino a 50.000 euro;6,5;9,75
01/01/2007;31/03/2007;FACTORING;oltre 50.000 euro;5,89;8,835
01/01/2007;31/03/2007;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,47;15,705
01/01/2007;31/03/2007;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,78;26,67
01/01/2007;31/03/2007;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,88;19,32
01/01/2007;31/03/2007;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;19,12;28,68
01/01/2007;31/03/2007;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;10,93;16,395
01/01/2007;31/03/2007;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,16;16,74
01/01/2007;31/03/2007;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,94;13,41
01/01/2007;31/03/2007;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,81;11,715
01/01/2007;31/03/2007;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;6,35;9,525
01/01/2007;31/03/2007;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,99;25,485
01/01/2007;31/03/2007;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,33;24,495
01/01/2007;31/03/2007;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,71;16,065
01/01/2007;31/03/2007;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,99;8,985
01/01/2007;31/03/2007;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;5,1;7,65
01/04/2007;30/06/2007;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;13,09;19,635
01/04/2007;30/06/2007;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,9;14,85
01/04/2007;30/06/2007;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;7,41;11,115
01/04/2007;30/06/2007;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;6,43;9,645
01/04/2007;30/06/2007;FACTORING;fino a 50.000 euro;6,79;10,185
01/04/2007;30/06/2007;FACTORING;oltre 50.000 euro;6,06;9,09
01/04/2007;30/06/2007;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,23;15,345
01/04/2007;30/06/2007;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;17,19;25,785
01/04/2007;30/06/2007;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,78;19,17
01/04/2007;30/06/2007;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;16,48;24,72
01/04/2007;30/06/2007;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;10,26;15,39
01/04/2007;30/06/2007;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,56;17,34
01/04/2007;30/06/2007;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;9,11;13,665
01/04/2007;30/06/2007;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,94;11,91
01/04/2007;30/06/2007;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;6,34;9,51
01/04/2007;30/06/2007;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,39;24,585
01/04/2007;30/06/2007;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,84;25,26
